state,dimension,avg_sentiment,mentions_count,videos_analyzed,comments_analyzed
Colima,Income,-0.37665985699693566,7832,300,21914
Colima,Access To Health Services,-0.3857638888888889,1440,300,21914
Colima,Educational Lag,-0.1458826624572481,3801,300,21914
Colima,Access To Social Security,-0.3790849673202614,612,300,21914
Colima,Housing,-0.544280442804428,813,300,21914
Colima,Access To Food,-0.36951672862453533,1345,300,21914
Colima,Social Cohesion,-0.12576821773485514,2278,300,21914
