state,dimension,avg_sentiment,mentions_count,percentage_of_total,videos_analyzed,comments_analyzed
Michoacán,Income,-0.43231441048034935,5725,37.68926925608953,300,15396
Michoacán,Access To Health Services,-0.40125786163522015,795,5.233706385780119,300,15396
Michoacán,Educational Lag,-0.15393093313739897,2722,17.919684002633314,300,15396
Michoacán,Access To Social Security,-0.25180722891566265,415,2.7320605661619486,300,15396
Michoacán,Housing,-0.6352530541012217,573,3.772218564845293,300,15396
Michoacán,Access To Food,-0.4125840537944284,1041,6.853192890059249,300,15396
Michoacán,Social Cohesion,-0.20789031897034135,1787,11.764318630678078,300,15396
Michoacán,Other,-0.6031894934333959,2132,14.035549703752467,300,15396
