state,dimension,word_count,comments_count,avg_sentiment
Zacatecas,INCOME,324,292,-0.5787671232876712
Zacatecas,ACCESS TO HEALTH SERVICES,128,116,-0.5560344827586207
Zacatecas,EDUCATIONAL LAG,4,4,-0.25
Zacatecas,ACCESS TO SOCIAL SECURITY,25,22,-0.5909090909090909
Zacatecas,HOUSING,31,31,-0.7096774193548387
Zacatecas,ACCESS TO FOOD,136,132,-0.5303030303030303
Zacatecas,SOCIAL COHESION,38,35,-0.4857142857142857
