state,dimension,avg_sentiment,mentions_count,videos_analyzed,comments_analyzed
Chiapas,Income,-0.4959704499664204,2978,300,8226
Chiapas,Access To Health Services,-0.388646288209607,458,300,8226
Chiapas,Educational Lag,-0.17612809315866085,1374,300,8226
Chiapas,Access To Social Security,-0.4268867924528302,212,300,8226
Chiapas,Housing,-0.5167464114832536,418,300,8226
Chiapas,Access To Food,-0.35628019323671495,414,300,8226
Chiapas,Social Cohesion,-0.3093964858670741,1309,300,8226
