state,dimension,word_count,comments_count,avg_sentiment
Baja California,INCOME,139,120,-0.5291666666666667
Baja California,ACCESS TO HEALTH SERVICES,32,30,-0.5
Baja California,EDUCATIONAL LAG,0,0,0.0
Baja California,ACCESS TO SOCIAL SECURITY,8,8,-0.5625
Baja California,HOUSING,11,10,-0.95
Baja California,ACCESS TO FOOD,17,17,-0.5588235294117647
Baja California,SOCIAL COHESION,38,32,-0.484375
