state,dimension,word_count,comments_count,avg_sentiment
Baja California,INCOME,430,367,-0.5912806539509536
Baja California,ACCESS TO HEALTH SERVICES,64,57,-0.5701754385964912
Baja California,EDUCATIONAL LAG,6,6,-0.75
Baja California,ACCESS TO SOCIAL SECURITY,19,16,-0.5625
Baja California,HOUSING,35,30,-0.5166666666666667
Baja California,ACCESS TO FOOD,100,93,-0.6236559139784946
Baja California,SOCIAL COHESION,72,66,-0.5303030303030303
