state,dimension,word_count,comments_count,avg_sentiment
Zacatecas,INCOME,397,359,-0.479108635097493
Zacatecas,ACCESS TO HEALTH SERVICES,121,111,-0.481981981981982
Zacatecas,EDUCATIONAL LAG,6,6,-0.25
Zacatecas,ACCESS TO SOCIAL SECURITY,39,36,-0.5416666666666666
Zacatecas,HOUSING,48,48,-0.5104166666666666
Zacatecas,ACCESS TO FOOD,186,174,-0.5948275862068966
Zacatecas,SOCIAL COHESION,62,59,-0.5254237288135594
