state,dimension,word_count,comments_count,avg_sentiment
Chihuahua,INCOME,369,346,-0.47398843930635837
Chihuahua,ACCESS TO HEALTH SERVICES,384,351,-0.41737891737891736
Chihuahua,EDUCATIONAL LAG,6,6,-0.5833333333333334
Chihuahua,ACCESS TO SOCIAL SECURITY,33,30,-0.8333333333333334
Chihuahua,HOUSING,40,37,-0.2972972972972973
Chihuahua,ACCESS TO FOOD,238,223,-0.57847533632287
Chihuahua,SOCIAL COHESION,84,78,-0.7051282051282052
