state,dimension,word_count,comments_count,avg_sentiment
Guerrero,INCOME,351,325,-0.39384615384615385
Guerrero,ACCESS TO HEALTH SERVICES,125,123,-0.2764227642276423
Guerrero,EDUCATIONAL LAG,10,10,-0.4
Guerrero,ACCESS TO SOCIAL SECURITY,28,27,-0.5185185185185185
Guerrero,HOUSING,31,31,-0.5483870967741935
Guerrero,ACCESS TO FOOD,291,265,-0.5169811320754717
Guerrero,SOCIAL COHESION,49,49,-0.6632653061224489
