state,dimension,word_count,comments_count,avg_sentiment
Chihuahua,INCOME,248,220,-0.6045454545454545
Chihuahua,ACCESS TO HEALTH SERVICES,288,260,-0.3576923076923077
Chihuahua,EDUCATIONAL LAG,22,13,-0.6538461538461539
Chihuahua,ACCESS TO SOCIAL SECURITY,9,9,-0.7777777777777778
Chihuahua,HOUSING,18,18,-0.6666666666666666
Chihuahua,ACCESS TO FOOD,57,56,-0.5267857142857143
Chihuahua,SOCIAL COHESION,28,25,-0.54
