state,dimension,word_count,comments_count,avg_sentiment
Michoacán,INCOME,133,126,-0.5833333333333334
Michoacán,ACCESS TO HEALTH SERVICES,115,112,-0.42857142857142855
Michoacán,EDUCATIONAL LAG,14,14,-0.5357142857142857
Michoacán,ACCESS TO SOCIAL SECURITY,21,21,-0.6190476190476191
Michoacán,HOUSING,23,23,-0.782608695652174
Michoacán,ACCESS TO FOOD,153,151,-0.3841059602649007
Michoacán,SOCIAL COHESION,31,31,-0.43548387096774194
