state,dimension,word_count,comments_count,avg_sentiment
Guerrero,INCOME,52,48,-0.20833333333333334
Guerrero,ACCESS TO HEALTH SERVICES,24,23,-0.43478260869565216
Guerrero,EDUCATIONAL LAG,2,2,-0.75
Guerrero,ACCESS TO SOCIAL SECURITY,7,5,-0.6
Guerrero,HOUSING,2,2,-1.0
Guerrero,ACCESS TO FOOD,29,29,-0.27586206896551724
Guerrero,SOCIAL COHESION,23,21,-0.42857142857142855
