state,dimension,word_count,comments_count,avg_sentiment
Guanajuato,INCOME,448,370,-0.5135135135135135
Guanajuato,ACCESS TO HEALTH SERVICES,61,56,-0.5892857142857143
Guanajuato,EDUCATIONAL LAG,4,4,-0.25
Guanajuato,ACCESS TO SOCIAL SECURITY,14,14,-0.8928571428571429
Guanajuato,HOUSING,34,34,-0.6323529411764706
Guanajuato,ACCESS TO FOOD,83,79,-0.5443037974683544
Guanajuato,SOCIAL COHESION,22,22,-0.5227272727272727
