state,dimension,word_count,comments_count,avg_sentiment
Michoacán,INCOME,145,134,-0.4216417910447761
Michoacán,ACCESS TO HEALTH SERVICES,30,29,-0.5517241379310345
Michoacán,EDUCATIONAL LAG,2,2,-1.0
Michoacán,ACCESS TO SOCIAL SECURITY,9,9,-0.7222222222222222
Michoacán,HOUSING,20,20,-0.85
Michoacán,ACCESS TO FOOD,63,62,-0.5241935483870968
Michoacán,SOCIAL COHESION,19,18,-0.6111111111111112
