state,dimension,word_count,comments_count,avg_sentiment
Michoacán,INCOME,28,24,-0.4791666666666667
Michoacán,ACCESS TO HEALTH SERVICES,8,7,-0.42857142857142855
Michoacán,EDUCATIONAL LAG,2,2,0.0
Michoacán,ACCESS TO SOCIAL SECURITY,7,7,-0.35714285714285715
Michoacán,HOUSING,2,2,-1.0
Michoacán,ACCESS TO FOOD,29,28,-0.25
Michoacán,SOCIAL COHESION,6,6,-0.5
