state,dimension,word_count,comments_count,avg_sentiment
Guanajuato,INCOME,338,306,-0.5686274509803921
Guanajuato,ACCESS TO HEALTH SERVICES,80,74,-0.5
Guanajuato,EDUCATIONAL LAG,6,6,-0.8333333333333334
Guanajuato,ACCESS TO SOCIAL SECURITY,31,30,-0.4666666666666667
Guanajuato,HOUSING,55,52,-0.7307692307692307
Guanajuato,ACCESS TO FOOD,183,176,-0.5738636363636364
Guanajuato,SOCIAL COHESION,99,89,-0.6348314606741573
