state,dimension,word_count,comments_count,avg_sentiment
Colima,INCOME,268,228,-0.5372807017543859
Colima,ACCESS TO HEALTH SERVICES,86,78,-0.3525641025641026
Colima,EDUCATIONAL LAG,5,5,-0.8
Colima,ACCESS TO SOCIAL SECURITY,16,16,-0.625
Colima,HOUSING,40,40,-0.8125
Colima,ACCESS TO FOOD,156,153,-0.3202614379084967
Colima,SOCIAL COHESION,54,50,-0.38
