state,dimension,word_count,comments_count,avg_sentiment
Tamaulipas,INCOME,265,238,-0.5546218487394958
Tamaulipas,ACCESS TO HEALTH SERVICES,159,138,-0.5181159420289855
Tamaulipas,EDUCATIONAL LAG,10,9,-0.7222222222222222
Tamaulipas,ACCESS TO SOCIAL SECURITY,26,25,-0.5
Tamaulipas,HOUSING,51,44,-0.6136363636363636
Tamaulipas,ACCESS TO FOOD,145,142,-0.5246478873239436
Tamaulipas,SOCIAL COHESION,67,64,-0.4921875
