state,dimension,word_count,comments_count,avg_sentiment
Jalisco,INCOME,70,68,-0.21323529411764705
Jalisco,ACCESS TO HEALTH SERVICES,13,13,-0.23076923076923078
Jalisco,EDUCATIONAL LAG,2,2,-1.0
Jalisco,ACCESS TO SOCIAL SECURITY,5,5,-0.5
Jalisco,HOUSING,5,5,-0.4
Jalisco,ACCESS TO FOOD,48,47,-0.2978723404255319
Jalisco,SOCIAL COHESION,41,39,-0.6025641025641025
