state,dimension,word_count,comments_count,avg_sentiment
Zacatecas,INCOME,97,88,-0.48863636363636365
Zacatecas,ACCESS TO HEALTH SERVICES,17,16,-0.53125
Zacatecas,EDUCATIONAL LAG,1,1,-0.5
Zacatecas,ACCESS TO SOCIAL SECURITY,12,12,-0.5833333333333334
Zacatecas,HOUSING,8,8,0.125
Zacatecas,ACCESS TO FOOD,45,42,-0.7142857142857143
Zacatecas,SOCIAL COHESION,16,16,-0.71875
