state,dimension,avg_sentiment,mentions_count,videos_analyzed,comments_analyzed
Jalisco,Income,-0.4271043093032622,2483,300,6985
Jalisco,Access To Health Services,-0.3019169329073482,626,300,6985
Jalisco,Educational Lag,-0.1726568005637773,1419,300,6985
Jalisco,Access To Social Security,-0.4756756756756757,185,300,6985
Jalisco,Housing,-0.611336032388664,247,300,6985
Jalisco,Access To Food,-0.46673596673596673,481,300,6985
Jalisco,Social Cohesion,-0.1790633608815427,726,300,6985
