state,dimension,avg_sentiment,mentions_count,videos_analyzed,comments_analyzed
Morelos,Income,-0.47079894097492603,6421,300,18689
Morelos,Access To Health Services,-0.5462640340689121,2583,300,18689
Morelos,Educational Lag,-0.2905263157894737,2850,300,18689
Morelos,Access To Social Security,-0.3883333333333333,300,300,18689
Morelos,Housing,-0.5802161263507897,1203,300,18689
Morelos,Access To Food,-0.5070741369552915,1767,300,18689
Morelos,Social Cohesion,-0.22939649578195975,1541,300,18689
